journey_date,train_number,seq,station_code,sched_arr,sched_dep,actual_arr,actual_dep,delay_at_dep_min,sec_congestion,sec_sr_km,sec_sr_speed,sec_fog
2026-08-03,12302,5,GAYA,2026-08-04T04:39:00+05:30,2026-08-04T04:42:00+05:30,2026-08-04T04:27:53+05:30,2026-08-04T04:42:00+05:30,0.0,0,0,0,0
2026-08-03,12302,6,DHN,2026-08-04T06:57:00+05:30,2026-08-04T07:02:00+05:30,2026-08-04T06:49:04+05:30,2026-08-04T07:02:00+05:30,0.0,0,0,0,0
2026-08-03,12302,7,ASN,2026-08-04T07:55:00+05:30,2026-08-04T07:57:00+05:30,2026-08-04T07:53:57+05:30,2026-08-04T07:57:12+05:30,0.20366,0,0,0,0
2026-08-03,12302,8,HWH,2026-08-04T09:55:00+05:30,,2026-08-04T09:57:20+05:30,,,0,0,0,0
2026-08-04,12301,1,HWH,,2026-08-04T16:50:00+05:30,,2026-08-04T17:38:19+05:30,48.32281,,,,
2026-08-04,12301,2,ASN,2026-08-04T18:48:00+05:30,2026-08-04T18:50:00+05:30,2026-08-04T19:35:18+05:30,2026-08-04T19:39:36+05:30,49.61027,0,0,0,0
2026-08-04,12301,3,DHN,2026-08-04T19:43:00+05:30,2026-08-04T19:48:00+05:30,2026-08-04T20:29:51+05:30,2026-08-04T20:42:23+05:30,54.38909,0,0,0,0
2026-08-04,12301,4,GAYA,2026-08-04T22:03:00+05:30,2026-08-04T22:06:00+05:30,2026-08-04T22:50:21+05:30,2026-08-04T22:55:53+05:30,49.89647,0,0,0,0
2026-08-04,12301,5,DDU,2026-08-05T00:35:00+05:30,2026-08-05T00:45:00+05:30,2026-08-05T01:18:54+05:30,2026-08-05T01:31:20+05:30,46.3486,0,0,0,0
2026-08-04,12301,6,PRYJ,2026-08-05T02:28:00+05:30,2026-08-05T02:30:00+05:30,2026-08-05T03:07:40+05:30,2026-08-05T03:13:20+05:30,43.34907,0,0,0,0
2026-08-04,12301,7,CNB,2026-08-05T04:45:00+05:30,2026-08-05T04:50:00+05:30,2026-08-05T05:17:21+05:30,2026-08-05T05:24:36+05:30,34.60327,0,0,0,0
2026-08-04,12301,8,NDLS,2026-08-05T10:00:00+05:30,,2026-08-05T10:30:08+05:30,,,0,0,0,0
2026-08-04,12302,1,NDLS,,2026-08-04T16:55:00+05:30,,2026-08-04T16:58:44+05:30,3.74479,,,,
2026-08-04,12302,2,CNB,2026-08-04T22:00:00+05:30,2026-08-04T22:05:00+05:30,2026-08-04T22:13:42+05:30,2026-08-04T22:22:25+05:30,17.42755,1,0,0,0
2026-08-04,12302,3,PRYJ,2026-08-05T00:15:00+05:30,2026-08-05T00:17:00+05:30,2026-08-05T00:26:11+05:30,2026-08-05T00:29:20+05:30,12.34837,0,0,0,0
2026-08-04,12302,4,DDU,2026-08-05T02:00:00+05:30,2026-08-05T02:10:00+05:30,2026-08-05T02:14:24+05:30,2026-08-05T02:28:13+05:30,18.2189,1,0,0,0
2026-08-04,12302,5,GAYA,2026-08-05T04:39:00+05:30,2026-08-05T04:42:00+05:30,2026-08-05T05:05:09+05:30,2026-08-05T05:10:30+05:30,28.51452,0,0,0,0
2026-08-04,12302,6,DHN,2026-08-05T06:57:00+05:30,2026-08-05T07:02:00+05:30,2026-08-05T07:07:43+05:30,2026-08-05T07:15:30+05:30,13.50204,0,0,0,0
2026-08-04,12302,7,ASN,2026-08-05T07:55:00+05:30,2026-08-05T07:57:00+05:30,2026-08-05T08:07:43+05:30,2026-08-05T08:11:39+05:30,14.65287,0,0,0,0
2026-08-04,12302,8,HWH,2026-08-05T09:55:00+05:30,,2026-08-05T10:01:48+05:30,,,0,0,0,0
2026-08-05,12301,1,HWH,,2026-08-05T16:50:00+05:30,,2026-08-05T16:51:44+05:30,1.73981,,,,
2026-08-05,12301,2,ASN,2026-08-05T18:48:00+05:30,2026-08-05T18:50:00+05:30,2026-08-05T18:40:17+05:30,2026-08-05T18:50:00+05:30,0.0,0,0,0,0
2026-08-05,12301,3,DHN,2026-08-05T19:43:00+05:30,2026-08-05T19:48:00+05:30,2026-08-05T19:38:19+05:30,2026-08-05T19:48:00+05:30,0.0,0,0,0,0
2026-08-05,12301,4,GAYA,2026-08-05T22:03:00+05:30,2026-08-05T22:06:00+05:30,2026-08-05T21:57:25+05:30,2026-08-05T22:06:00+05:30,0.0,0,0,0,0
2026-08-05,12301,5,DDU,2026-08-06T00:35:00+05:30,2026-08-06T00:45:00+05:30,2026-08-06T00:28:09+05:30,2026-08-06T00:45:00+05:30,0.0,0,0,0,0
2026-08-05,12301,6,PRYJ,2026-08-06T02:28:00+05:30,2026-08-06T02:30:00+05:30,2026-08-06T02:15:36+05:30,2026-08-06T02:30:00+05:30,0.0,0,0,0,0
2026-08-05,12301,7,CNB,2026-08-06T04:45:00+05:30,2026-08-06T04:50:00+05:30,2026-08-06T04:39:01+05:30,2026-08-06T04:50:00+05:30,0.0,0,0,0,0
2026-08-05,12301,8,NDLS,2026-08-06T10:00:00+05:30,,2026-08-06T09:40:11+05:30,,,0,0,0,0
2026-08-05,12302,1,NDLS,,2026-08-05T16:55:00+05:30,,2026-08-05T18:01:31+05:30,66.5323,,,,
2026-08-05,12302,2,CNB,2026-08-05T22:00:00+05:30,2026-08-05T22:05:00+05:30,2026-08-05T22:50:40+05:30,2026-08-05T22:59:37+05:30,54.63107,0,0,0,0
2026-08-05,12302,3,PRYJ,2026-08-06T00:15:00+05:30,2026-08-06T00:17:00+05:30,2026-08-06T01:07:32+05:30,2026-08-06T01:11:01+05:30,54.02853,0,0,0,0
2026-08-05,12302,4,DDU,2026-08-06T02:00:00+05:30,2026-08-06T02:10:00+05:30,2026-08-06T02:52:55+05:30,2026-08-06T03:03:18+05:30,53.30021,0,0,0,0
2026-08-05,12302,5,GAYA,2026-08-06T04:39:00+05:30,2026-08-06T04:42:00+05:30,2026-08-06T05:30:44+05:30,2026-08-06T05:34:39+05:30,52.66413,0,0,0,0
2026-08-05,12302,6,DHN,2026-08-06T06:57:00+05:30,2026-08-06T07:02:00+05:30,2026-08-06T07:47:23+05:30,2026-08-06T07:55:46+05:30,53.78314,0,0,0,0
2026-08-05,12302,7,ASN,2026-08-06T07:55:00+05:30,2026-08-06T07:57:00+05:30,2026-08-06T08:45:28+05:30,2026-08-06T08:51:08+05:30,54.1391,0,0,0,0
2026-08-05,12302,8,HWH,2026-08-06T09:55:00+05:30,,2026-08-06T10:42:02+05:30,,,0,0,0,0
2026-08-06,12301,1,HWH,,2026-08-06T16:50:00+05:30,,2026-08-06T16:51:29+05:30,1.49278,,,,
2026-08-06,12301,2,ASN,2026-08-06T18:48:00+05:30,2026-08-06T18:50:00+05:30,2026-08-06T18:35:41+05:30,2026-08-06T18:50:00+05:30,0.0,0,0,0,0
2026-08-06,12301,3,DHN,2026-08-06T19:43:00+05:30,2026-08-06T19:48:00+05:30,2026-08-06T19:39:17+05:30,2026-08-06T19:48:00+05:30,0.0,0,0,0,0
2026-08-06,12301,4,GAYA,2026-08-06T22:03:00+05:30,2026-08-06T22:06:00+05:30,2026-08-06T21:55:21+05:30,2026-08-06T22:11:26+05:30,5.44615,0,0,0,0
2026-08-06,12301,5,DDU,2026-08-07T00:35:00+05:30,2026-08-07T00:45:00+05:30,2026-08-07T00:33:43+05:30,2026-08-07T00:46:46+05:30,1.7788,0,0,0,0
2026-08-06,12301,6,PRYJ,2026-08-07T02:28:00+05:30,2026-08-07T02:30:00+05:30,2026-08-07T02:29:53+05:30,2026-08-07T02:41:53+05:30,11.89252,0,0,0,0
2026-08-06,12301,7,CNB,2026-08-07T04:45:00+05:30,2026-08-07T04:50:00+05:30,2026-08-07T04:40:33+05:30,2026-08-07T04:50:00+05:30,0.0,0,0,0,0
2026-08-06,12301,8,NDLS,2026-08-07T10:00:00+05:30,,2026-08-07T09:34:19+05:30,,,0,0,0,0
2026-08-06,12302,1,NDLS,,2026-08-06T16:55:00+05:30,,2026-08-06T17:10:14+05:30,15.24947,,,,
2026-08-06,12302,2,CNB,2026-08-06T22:00:00+05:30,2026-08-06T22:05:00+05:30,2026-08-06T22:10:12+05:30,2026-08-06T22:15:54+05:30,10.90068,0,0,0,0
2026-08-06,12302,3,PRYJ,2026-08-07T00:15:00+05:30,2026-08-07T00:17:00+05:30,2026-08-07T00:25:06+05:30,2026-08-07T00:30:23+05:30,13.39906,0,0,0,0
2026-08-06,12302,4,DDU,2026-08-07T02:00:00+05:30,2026-08-07T02:10:00+05:30,2026-08-07T02:00:29+05:30,2026-08-07T02:13:05+05:30,3.08762,0,0,0,0
2026-08-06,12302,5,GAYA,2026-08-07T04:39:00+05:30,2026-08-07T04:42:00+05:30,2026-08-07T04:40:21+05:30,2026-08-07T04:45:31+05:30,3.52092,0,0,0,0
2026-08-06,12302,6,DHN,2026-08-07T06:57:00+05:30,2026-08-07T07:02:00+05:30,2026-08-07T06:59:28+05:30,2026-08-07T07:07:12+05:30,5.20945,0,0,0,0
2026-08-06,12302,7,ASN,2026-08-07T07:55:00+05:30,2026-08-07T07:57:00+05:30,2026-08-07T07:51:52+05:30,2026-08-07T07:57:00+05:30,0.0,0,0,0,0
2026-08-06,12302,8,HWH,2026-08-07T09:55:00+05:30,,2026-08-07T09:46:44+05:30,,,0,0,0,0
2026-08-07,12301,1,HWH,,2026-08-07T16:50:00+05:30,,2026-08-07T16:53:58+05:30,3.98072,,,,
2026-08-07,12301,2,ASN,2026-08-07T18:48:00+05:30,2026-08-07T18:50:00+05:30,2026-08-07T18:39:19+05:30,2026-08-07T18:52:16+05:30,2.27335,0,0,0,0
2026-08-07,12301,3,DHN,2026-08-07T19:43:00+05:30,2026-08-07T19:48:00+05:30,2026-08-07T19:41:04+05:30,2026-08-07T19:48:00+05:30,0.0,0,0,0,0
2026-08-07,12301,4,GAYA,2026-08-07T22:03:00+05:30,2026-08-07T22:06:00+05:30,2026-08-07T21:48:16+05:30,2026-08-07T22:06:00+05:30,0.0,0,0,0,0
2026-08-07,12301,5,DDU,2026-08-08T00:35:00+05:30,2026-08-08T00:45:00+05:30,2026-08-08T00:52:27+05:30,2026-08-08T01:02:14+05:30,17.24008,1,0,0,0
2026-08-07,12301,6,PRYJ,2026-08-08T02:28:00+05:30,2026-08-08T02:30:00+05:30,2026-08-08T02:33:50+05:30,2026-08-08T02:36:58+05:30,6.97004,0,0,0,0
2026-08-07,12301,7,CNB,2026-08-08T04:45:00+05:30,2026-08-08T04:50:00+05:30,2026-08-08T04:57:11+05:30,2026-08-08T05:03:06+05:30,13.11001,1,0,0,0
2026-08-07,12301,8,NDLS,2026-08-08T10:00:00+05:30,,2026-08-08T09:41:12+05:30,,,0,0,0,0
2026-08-07,12302,1,NDLS,,2026-08-07T16:55:00+05:30,,2026-08-07T17:42:42+05:30,47.71385,,,,
2026-08-07,12302,2,CNB,2026-08-07T22:00:00+05:30,2026-08-07T22:05:00+05:30,2026-08-07T22:29:05+05:30,2026-08-07T22:36:31+05:30,31.52822,0,0,0,0
2026-08-07,12302,3,PRYJ,2026-08-08T00:15:00+05:30,2026-08-08T00:17:00+05:30,2026-08-08T00:30:28+05:30,2026-08-08T00:35:59+05:30,18.99973,0,0,0,0
2026-08-07,12302,4,DDU,2026-08-08T02:00:00+05:30,2026-08-08T02:10:00+05:30,2026-08-08T02:13:32+05:30,2026-08-08T02:25:34+05:30,15.57632,0,0,0,0
2026-08-07,12302,5,GAYA,2026-08-08T04:39:00+05:30,2026-08-08T04:42:00+05:30,2026-08-08T04:43:48+05:30,2026-08-08T04:49:25+05:30,7.4201,0,0,0,0
2026-08-07,12302,6,DHN,2026-08-08T06:57:00+05:30,2026-08-08T07:02:00+05:30,2026-08-08T06:56:58+05:30,2026-08-08T07:04:06+05:30,2.11209,0,0,0,0
2026-08-07,12302,7,ASN,2026-08-08T07:55:00+05:30,2026-08-08T07:57:00+05:30,2026-08-08T07:53:53+05:30,2026-08-08T07:57:46+05:30,0.78241,0,0,0,0
2026-08-07,12302,8,HWH,2026-08-08T09:55:00+05:30,,2026-08-08T09:48:57+05:30,,,0,0,0,0
2026-08-08,12301,1,HWH,,2026-08-08T16:50:00+05:30,,2026-08-08T16:53:44+05:30,3.7374,,,,
2026-08-08,12301,2,ASN,2026-08-08T18:48:00+05:30,2026-08-08T18:50:00+05:30,2026-08-08T18:40:37+05:30,2026-08-08T18:50:00+05:30,0.0,0,0,0,0
2026-08-08,12301,3,DHN,2026-08-08T19:43:00+05:30,2026-08-08T19:48:00+05:30,2026-08-08T19:55:21+05:30,2026-08-08T20:03:05+05:30,15.08799,0,29.34768,45,0
2026-08-08,12301,4,GAYA,2026-08-08T22:03:00+05:30,2026-08-08T22:06:00+05:30,2026-08-08T22:08:07+05:30,2026-08-08T22:14:57+05:30,8.95813,0,0,0,0
2026-08-08,12301,5,DDU,2026-08-09T00:35:00+05:30,2026-08-09T00:45:00+05:30,2026-08-09T00:38:15+05:30,2026-08-09T00:52:09+05:30,7.15671,0,0,0,0
2026-08-08,12301,6,PRYJ,2026-08-09T02:28:00+05:30,2026-08-09T02:30:00+05:30,2026-08-09T02:28:09+05:30,2026-08-09T02:30:00+05:30,0.0,0,0,0,0
2026-08-08,12301,7,CNB,2026-08-09T04:45:00+05:30,2026-08-09T04:50:00+05:30,2026-08-09T04:42:13+05:30,2026-08-09T04:50:00+05:30,0.0,0,0,0,0
2026-08-08,12301,8,NDLS,2026-08-09T10:00:00+05:30,,2026-08-09T09:51:58+05:30,,,0,0,0,0
2026-08-08,12302,1,NDLS,,2026-08-08T16:55:00+05:30,,2026-08-08T16:56:10+05:30,1.16911,,,,
2026-08-08,12302,2,CNB,2026-08-08T22:00:00+05:30,2026-08-08T22:05:00+05:30,2026-08-08T21:34:49+05:30,2026-08-08T22:05:00+05:30,0.0,0,0,0,0
2026-08-08,12302,3,PRYJ,2026-08-09T00:15:00+05:30,2026-08-09T00:17:00+05:30,2026-08-09T00:09:02+05:30,2026-08-09T00:22:14+05:30,5.23966,0,0,0,0
2026-08-08,12302,4,DDU,2026-08-09T02:00:00+05:30,2026-08-09T02:10:00+05:30,2026-08-09T01:54:35+05:30,2026-08-09T02:10:00+05:30,0.0,0,0,0,0
2026-08-08,12302,5,GAYA,2026-08-09T04:39:00+05:30,2026-08-09T04:42:00+05:30,2026-08-09T04:22:31+05:30,2026-08-09T04:42:00+05:30,0.0,0,0,0,0
2026-08-08,12302,6,DHN,2026-08-09T06:57:00+05:30,2026-08-09T07:02:00+05:30,2026-08-09T07:13:40+05:30,2026-08-09T07:20:57+05:30,18.95399,0,24.53198,45,0
2026-08-08,12302,7,ASN,2026-08-09T07:55:00+05:30,2026-08-09T07:57:00+05:30,2026-08-09T08:13:32+05:30,2026-08-09T08:17:59+05:30,20.98828,0,0,0,0
2026-08-08,12302,8,HWH,2026-08-09T09:55:00+05:30,,2026-08-09T10:07:42+05:30,,,0,0,0,0
2026-08-09,12301,1,HWH,,2026-08-09T16:50:00+05:30,,2026-08-09T16:51:48+05:30,1.81343,,,,
2026-08-09,12301,2,ASN,2026-08-09T18:48:00+05:30,2026-08-09T18:50:00+05:30,2026-08-09T18:47:50+05:30,2026-08-09T18:53:41+05:30,3.68669,0,0,0,0
2026-08-09,12301,3,DHN,2026-08-09T19:43:00+05:30,2026-08-09T19:48:00+05:30,2026-08-09T19:46:05+05:30,2026-08-09T19:50:32+05:30,2.54922,0,0,0,0
2026-08-09,12301,4,GAYA,2026-08-09T22:03:00+05:30,2026-08-09T22:06:00+05:30,2026-08-09T22:01:05+05:30,2026-08-09T22:06:00+05:30,0.0,0,0,0,0
2026-08-09,12301,5,DDU,2026-08-10T00:35:00+05:30,2026-08-10T00:45:00+05:30,2026-08-10T00:30:25+05:30,2026-08-10T00:45:00+05:30,0.0,0,0,0,0
2026-08-09,12301,6,PRYJ,2026-08-10T02:28:00+05:30,2026-08-10T02:30:00+05:30,2026-08-10T02:17:18+05:30,2026-08-10T02:30:00+05:30,0.0,0,0,0,0
2026-08-09,12301,7,CNB,2026-08-10T04:45:00+05:30,2026-08-10T04:50:00+05:30,2026-08-10T04:37:21+05:30,2026-08-10T04:50:00+05:30,0.0,0,0,0,0
2026-08-09,12301,8,NDLS,2026-08-10T10:00:00+05:30,,2026-08-10T10:04:23+05:30,,,0,0,0,0
2026-08-09,12302,1,NDLS,,2026-08-09T16:55:00+05:30,,2026-08-09T17:02:44+05:30,7.74816,,,,
2026-08-09,12302,2,CNB,2026-08-09T22:00:00+05:30,2026-08-09T22:05:00+05:30,2026-08-09T21:58:16+05:30,2026-08-09T22:12:04+05:30,7.06882,0,0,0,0
2026-08-09,12302,3,PRYJ,2026-08-10T00:15:00+05:30,2026-08-10T00:17:00+05:30,2026-08-10T00:08:51+05:30,2026-08-10T00:17:00+05:30,0.0,0,0,0,0
2026-08-09,12302,4,DDU,2026-08-10T02:00:00+05:30,2026-08-10T02:10:00+05:30,2026-08-10T01:53:52+05:30,2026-08-10T02:10:00+05:30,0.0,0,0,0,0
2026-08-09,12302,5,GAYA,2026-08-10T04:39:00+05:30,2026-08-10T04:42:00+05:30,2026-08-10T04:53:12+05:30,2026-08-10T04:58:29+05:30,16.49511,0,0,0,1
2026-08-09,12302,6,DHN,2026-08-10T06:57:00+05:30,2026-08-10T07:02:00+05:30,2026-08-10T07:14:13+05:30,2026-08-10T07:23:12+05:30,21.21515,0,0,0,1
2026-08-09,12302,7,ASN,2026-08-10T07:55:00+05:30,2026-08-10T07:57:00+05:30,2026-08-10T08:24:21+05:30,2026-08-10T08:29:51+05:30,32.85208,0,0,0,1
2026-08-09,12302,8,HWH,2026-08-10T09:55:00+05:30,,2026-08-10T10:32:55+05:30,,,0,0,0,1
2026-08-10,12301,1,HWH,,2026-08-10T16:50:00+05:30,,2026-08-10T16:52:55+05:30,2.92682,,,,
2026-08-10,12301,2,ASN,2026-08-10T18:48:00+05:30,2026-08-10T18:50:00+05:30,2026-08-10T18:38:01+05:30,2026-08-10T18:50:00+05:30,0.0,0,0,0,0
2026-08-10,12301,3,DHN,2026-08-10T19:43:00+05:30,2026-08-10T19:48:00+05:30,2026-08-10T19:40:43+05:30,2026-08-10T19:49:06+05:30,1.11572,0,0,0,0
2026-08-10,12301,4,GAYA,2026-08-10T22:03:00+05:30,2026-08-10T22:06:00+05:30,2026-08-10T21:53:34+05:30,2026-08-10T22:06:00+05:30,0.0,0,0,0,0
2026-08-10,12301,5,DDU,2026-08-11T00:35:00+05:30,2026-08-11T00:45:00+05:30,2026-08-11T00:29:02+05:30,2026-08-11T00:45:00+05:30,0.0,0,0,0,0
2026-08-10,12301,6,PRYJ,2026-08-11T02:28:00+05:30,2026-08-11T02:30:00+05:30,2026-08-11T02:20:19+05:30,2026-08-11T02:30:00+05:30,0.0,0,0,0,0
2026-08-10,12301,7,CNB,2026-08-11T04:45:00+05:30,2026-08-11T04:50:00+05:30,2026-08-11T04:42:22+05:30,2026-08-11T04:50:00+05:30,0.0,0,0,0,0
2026-08-10,12301,8,NDLS,2026-08-11T10:00:00+05:30,,2026-08-11T09:47:25+05:30,,,0,0,0,0
2026-08-10,12302,1,NDLS,,2026-08-10T16:55:00+05:30,,2026-08-10T16:59:46+05:30,4.78312,,,,
2026-08-10,12302,2,CNB,2026-08-10T22:00:00+05:30,2026-08-10T22:05:00+05:30,2026-08-10T22:00:41+05:30,2026-08-10T22:09:23+05:30,4.39005,0,0,0,0
2026-08-10,12302,3,PRYJ,2026-08-11T00:15:00+05:30,2026-08-11T00:17:00+05:30,2026-08-11T00:20:10+05:30,2026-08-11T00:22:44+05:30,5.74459,0,0,0,0
2026-08-10,12302,4,DDU,2026-08-11T02:00:00+05:30,2026-08-11T02:10:00+05:30,2026-08-11T02:01:04+05:30,2026-08-11T02:10:50+05:30,0.84544,0,0,0,0
2026-08-10,12302,5,GAYA,2026-08-11T04:39:00+05:30,2026-08-11T04:42:00+05:30,2026-08-11T04:33:17+05:30,2026-08-11T04:42:00+05:30,0.0,0,0,0,0
2026-08-10,12302,6,DHN,2026-08-11T06:57:00+05:30,2026-08-11T07:02:00+05:30,2026-08-11T06:50:21+05:30,2026-08-11T07:02:00+05:30,0.0,0,0,0,0
2026-08-10,12302,7,ASN,2026-08-11T07:55:00+05:30,2026-08-11T07:57:00+05:30,2026-08-11T07:50:33+05:30,2026-08-11T07:57:00+05:30,0.0,0,0,0,0
2026-08-10,12302,8,HWH,2026-08-11T09:55:00+05:30,,2026-08-11T09:46:02+05:30,,,0,0,0,0
2026-08-11,12301,1,HWH,,2026-08-11T16:50:00+05:30,,2026-08-11T16:50:08+05:30,0.14477,,,,
2026-08-11,12301,2,ASN,2026-08-11T18:48:00+05:30,2026-08-11T18:50:00+05:30,2026-08-11T18:41:00+05:30,2026-08-11T18:55:28+05:30,5.47539,0,0,0,0
2026-08-11,12301,3,DHN,2026-08-11T19:43:00+05:30,2026-08-11T19:48:00+05:30,2026-08-11T19:49:07+05:30,2026-08-11T19:53:34+05:30,5.57825,0,0,0,0
2026-08-11,12301,4,GAYA,2026-08-11T22:03:00+05:30,2026-08-11T22:06:00+05:30,2026-08-11T21:57:24+05:30,2026-08-11T22:06:00+05:30,0.0,0,0,0,0
2026-08-11,12301,5,DDU,2026-08-12T00:35:00+05:30,2026-08-12T00:45:00+05:30,2026-08-12T00:33:24+05:30,2026-08-12T00:45:22+05:30,0.38269,0,0,0,0
2026-08-11,12301,6,PRYJ,2026-08-12T02:28:00+05:30,2026-08-12T02:30:00+05:30,2026-08-12T02:19:33+05:30,2026-08-12T02:30:00+05:30,0.0,0,0,0,0
2026-08-11,12301,7,CNB,2026-08-12T04:45:00+05:30,2026-08-12T04:50:00+05:30,2026-08-12T04:35:23+05:30,2026-08-12T04:50:00+05:30,0.0,0,0,0,0
2026-08-11,12301,8,NDLS,2026-08-12T10:00:00+05:30,,2026-08-12T09:29:09+05:30,,,0,0,0,0
2026-08-11,12302,1,NDLS,,2026-08-11T16:55:00+05:30,,2026-08-11T16:58:23+05:30,3.39109,,,,
2026-08-11,12302,2,CNB,2026-08-11T22:00:00+05:30,2026-08-11T22:05:00+05:30,2026-08-11T21:38:29+05:30,2026-08-11T22:05:00+05:30,0.0,0,0,0,0
2026-08-11,12302,3,PRYJ,2026-08-12T00:15:00+05:30,2026-08-12T00:17:00+05:30,2026-08-12T00:13:47+05:30,2026-08-12T00:17:00+05:30,0.0,0,0,0,0
2026-08-11,12302,4,DDU,2026-08-12T02:00:00+05:30,2026-08-12T02:10:00+05:30,2026-08-12T01:48:20+05:30,2026-08-12T02:10:00+05:30,0.0,0,0,0,0
2026-08-11,12302,5,GAYA,2026-08-12T04:39:00+05:30,2026-08-12T04:42:00+05:30,2026-08-12T04:31:53+05:30,2026-08-12T04:42:00+05:30,0.0,0,0,0,0
2026-08-11,12302,6,DHN,2026-08-12T06:57:00+05:30,2026-08-12T07:02:00+05:30,2026-08-12T06:53:23+05:30,2026-08-12T07:02:00+05:30,0.0,0,0,0,0
2026-08-11,12302,7,ASN,2026-08-12T07:55:00+05:30,2026-08-12T07:57:00+05:30,2026-08-12T07:53:52+05:30,2026-08-12T07:57:01+05:30,0.02069,0,0,0,0
2026-08-11,12302,8,HWH,2026-08-12T09:55:00+05:30,,2026-08-12T09:51:38+05:30,,,0,0,0,0
2026-08-12,12301,1,HWH,,2026-08-12T16:50:00+05:30,,2026-08-12T16:52:01+05:30,2.02516,,,,
2026-08-12,12301,2,ASN,2026-08-12T18:48:00+05:30,2026-08-12T18:50:00+05:30,2026-08-12T18:41:42+05:30,2026-08-12T18:50:00+05:30,0.0,0,0,0,0
2026-08-12,12301,3,DHN,2026-08-12T19:43:00+05:30,2026-08-12T19:48:00+05:30,2026-08-12T19:37:29+05:30,2026-08-12T19:54:35+05:30,6.59384,0,0,0,0
2026-08-12,12301,4,GAYA,2026-08-12T22:03:00+05:30,2026-08-12T22:06:00+05:30,2026-08-12T22:06:23+05:30,2026-08-12T22:08:46+05:30,2.76926,0,0,0,0
2026-08-12,12301,5,DDU,2026-08-13T00:35:00+05:30,2026-08-13T00:45:00+05:30,2026-08-13T00:36:52+05:30,2026-08-13T00:46:50+05:30,1.84645,0,0,0,0
2026-08-12,12301,6,PRYJ,2026-08-13T02:28:00+05:30,2026-08-13T02:30:00+05:30,2026-08-13T02:27:42+05:30,2026-08-13T02:30:00+05:30,0.0,0,0,0,0
2026-08-12,12301,7,CNB,2026-08-13T04:45:00+05:30,2026-08-13T04:50:00+05:30,2026-08-13T04:33:08+05:30,2026-08-13T04:50:00+05:30,0.0,0,0,0,0
2026-08-12,12301,8,NDLS,2026-08-13T10:00:00+05:30,,2026-08-13T10:04:09+05:30,,,0,0,0,0
2026-08-12,12302,1,NDLS,,2026-08-12T16:55:00+05:30,,2026-08-12T16:57:19+05:30,2.31977,,,,
2026-08-12,12302,2,CNB,2026-08-12T22:00:00+05:30,2026-08-12T22:05:00+05:30,2026-08-12T22:03:11+05:30,2026-08-12T22:10:24+05:30,5.40987,0,0,0,0
2026-08-12,12302,3,PRYJ,2026-08-13T00:15:00+05:30,2026-08-13T00:17:00+05:30,2026-08-13T00:14:34+05:30,2026-08-13T00:17:46+05:30,0.76807,0,0,0,0
2026-08-12,12302,4,DDU,2026-08-13T02:00:00+05:30,2026-08-13T02:10:00+05:30,2026-08-13T01:55:45+05:30,2026-08-13T02:10:00+05:30,0.0,0,0,0,0
2026-08-12,12302,5,GAYA,2026-08-13T04:39:00+05:30,2026-08-13T04:42:00+05:30,2026-08-13T04:32:49+05:30,2026-08-13T04:42:00+05:30,0.0,0,0,0,0
2026-08-12,12302,6,DHN,2026-08-13T06:57:00+05:30,2026-08-13T07:02:00+05:30,2026-08-13T06:48:59+05:30,2026-08-13T07:02:00+05:30,0.0,0,0,0,0
2026-08-12,12302,7,ASN,2026-08-13T07:55:00+05:30,2026-08-13T07:57:00+05:30,2026-08-13T07:48:00+05:30,2026-08-13T07:57:00+05:30,0.0,0,0,0,0
2026-08-12,12302,8,HWH,2026-08-13T09:55:00+05:30,,2026-08-13T09:48:51+05:30,,,0,0,0,0
2026-08-13,12301,1,HWH,,2026-08-13T16:50:00+05:30,,2026-08-13T16:54:32+05:30,4.54525,,,,
2026-08-13,12301,2,ASN,2026-08-13T18:48:00+05:30,2026-08-13T18:50:00+05:30,2026-08-13T18:50:17+05:30,2026-08-13T18:55:20+05:30,5.34842,0,0,0,0
2026-08-13,12301,3,DHN,2026-08-13T19:43:00+05:30,2026-08-13T19:48:00+05:30,2026-08-13T19:46:59+05:30,2026-08-13T19:51:24+05:30,3.41196,0,0,0,0
2026-08-13,12301,4,GAYA,2026-08-13T22:03:00+05:30,2026-08-13T22:06:00+05:30,2026-08-13T21:50:09+05:30,2026-08-13T22:06:00+05:30,0.0,0,0,0,0
2026-08-13,12301,5,DDU,2026-08-14T00:35:00+05:30,2026-08-14T00:45:00+05:30,2026-08-14T00:13:02+05:30,2026-08-14T00:45:00+05:30,0.0,0,0,0,0
2026-08-13,12301,6,PRYJ,2026-08-14T02:28:00+05:30,2026-08-14T02:30:00+05:30,2026-08-14T02:24:22+05:30,2026-08-14T02:30:00+05:30,0.0,0,0,0,0
2026-08-13,12301,7,CNB,2026-08-14T04:45:00+05:30,2026-08-14T04:50:00+05:30,2026-08-14T04:34:20+05:30,2026-08-14T04:50:00+05:30,0.0,0,0,0,0
2026-08-13,12301,8,NDLS,2026-08-14T10:00:00+05:30,,2026-08-14T09:45:51+05:30,,,0,0,0,0
2026-08-13,12302,1,NDLS,,2026-08-13T16:55:00+05:30,,2026-08-13T16:55:45+05:30,0.75187,,,,
2026-08-13,12302,2,CNB,2026-08-13T22:00:00+05:30,2026-08-13T22:05:00+05:30,2026-08-13T21:43:33+05:30,2026-08-13T22:05:00+05:30,0.0,0,0,0,0
