t_offset_sec,latitude,longitude,speed_kmh,accuracy_m
20130,24.8140572,84.933378,84.44,24
20160,24.8153236,84.9263603,84.44,20
20190,24.8161209,84.9195149,84.44,16
20220,24.8172481,84.9126111,84.44,12
20250,24.8182294,84.9057459,84.44,17
20280,24.8193643,84.898564,84.44,17
20310,24.8204792,84.8916944,84.44,25
20340,24.821493,84.8847236,84.44,8
20370,24.8223745,84.8777987,84.44,23
20400,24.8234057,84.87096,84.44,17
20430,24.824524,84.8639611,84.44,15
20460,24.8254586,84.8570948,84.44,23
20490,24.8267582,84.8499402,84.44,19
20520,24.8276861,84.8431411,84.44,16
20550,24.8287381,84.8361672,84.44,11
20580,24.8297087,84.8292962,84.44,8
20610,24.8308753,84.8221796,84.44,9
20640,24.8317262,84.8153208,84.44,12
20670,24.8328224,84.8082523,84.44,19
20700,24.8338785,84.8015602,84.44,19
20730,24.8348179,84.7944287,84.44,10
20760,24.8359825,84.7876224,84.44,13
20790,24.8370894,84.7806253,84.44,13
20820,24.8380692,84.7737592,84.44,17
20850,24.8390351,84.7667601,84.44,19
20880,24.8400271,84.7597778,84.44,12
20910,24.8410441,84.7528122,84.44,19
20940,24.8422898,84.7458333,84.44,13
20970,24.8431469,84.7388096,84.44,15
21000,24.8443827,84.7320525,84.44,25
21030,24.8453632,84.725116,84.44,24
21060,24.8464652,84.7181334,84.44,11
21090,24.847389,84.7112466,84.44,11
21120,24.8485365,84.7043015,84.44,23
21150,24.849449,84.6972852,84.44,12
21180,24.8506146,84.6903969,84.44,24
21210,24.8516395,84.6832869,84.44,17
21240,24.8524808,84.67648,84.44,15
21270,24.8535471,84.6694969,84.44,15
21300,24.8546346,84.6624058,84.44,10
21330,24.8557055,84.6556228,84.44,11
21360,24.8566513,84.6486789,84.44,21
21390,24.8576811,84.6415336,84.44,24
21420,24.8588688,84.6346936,84.44,16
21450,24.8597599,84.6276966,84.44,8
21480,24.8609909,84.620892,84.44,14
21510,24.8619853,84.6137718,84.44,19
21540,24.8628741,84.6068083,84.44,16
21570,24.8641612,84.5999211,84.44,13
21600,24.8651753,84.5931024,84.44,15
21630,24.8661202,84.5859435,84.44,8
21660,24.867166,84.5791885,84.44,17
21690,24.8681091,84.5722526,84.44,8
21720,24.8693645,84.5651106,84.44,14
21750,24.8703895,84.5583869,84.44,23
21780,24.8712795,84.5513618,84.44,22
21810,24.8724016,84.5442713,84.44,19
21840,24.8735238,84.5374181,84.44,24
21870,24.87436,84.5303783,84.44,18
21900,24.8753713,84.5234303,84.44,12
21930,24.8765109,84.5165575,84.44,17
21960,24.8775668,84.509515,84.44,18
21990,24.878589,84.5026699,84.44,22
22020,24.8796571,84.495701,84.44,22
22050,24.8805954,84.488782,84.44,21
22080,24.8816248,84.4817344,84.44,23
22110,24.8828663,84.4748756,84.44,8
22140,24.8839217,84.4679652,84.44,11
22170,24.8847987,84.4610271,84.44,10
22200,24.8857633,84.4540419,84.44,11
22230,24.8869703,84.4472424,84.44,13
22260,24.8878272,84.4403197,84.44,18
22290,24.8889031,84.4333334,84.44,20
22320,24.8899215,84.4263844,84.44,23
22350,24.8910028,84.4194001,84.44,16
22380,24.8921709,84.4124788,84.44,20
22410,24.8931023,84.4054916,84.44,20
22440,24.8943118,84.3984982,84.44,12
22470,24.895292,84.391431,84.44,16
22500,24.8962562,84.3845202,84.44,12
22530,24.8971716,84.3777235,84.44,10
22560,24.8983372,84.370565,84.44,13
22590,24.8993454,84.3638115,84.44,12
22620,24.9003631,84.3568476,84.44,10
22650,24.901499,84.3498696,84.44,23
22680,24.9025738,84.3428279,84.44,23
22710,24.9035316,84.3358983,84.44,18
22740,24.904657,84.3290339,84.44,8
22770,24.9057348,84.3219354,84.44,21
22800,24.9067546,84.3150141,84.44,22
22830,24.9076415,84.3081432,84.44,22
22860,24.9086058,84.3011366,84.44,17
22890,24.9098738,84.2941856,84.44,21
22920,24.9107109,84.2874022,84.44,23
22950,24.9119199,84.2804112,84.44,23
22980,24.9129312,84.2734986,84.44,23
23010,24.9139209,84.2666015,84.44,24
23040,24.914847,84.2594786,84.44,20
23070,24.9160375,84.2525578,84.44,17
23100,24.916997,84.2455141,84.44,9
23130,24.9179845,84.2386673,84.44,8
23160,24.9191954,84.2317969,84.44,20
23190,24.9200548,84.2247664,84.44,19
23220,24.9211789,84.2177333,84.44,15
23250,24.9221739,84.2109618,84.44,10
23280,24.9233918,84.2038414,84.44,17
23310,24.9242166,84.1969251,84.44,25
23340,24.925313,84.1900643,84.44,21
23370,24.9264175,84.1832479,84.44,16
23400,24.9273092,84.1761723,84.44,8
23430,24.9286087,84.1691977,84.44,20
23460,24.9294693,84.1621672,84.44,23
23490,24.9304486,84.1553915,84.44,18
23520,24.9315949,84.1484847,84.44,18
23550,24.9325452,84.1413853,84.44,21
23580,24.9335058,84.1351277,30.0,10
23610,24.9340471,84.1326298,30.0,17
23640,24.9342613,84.1300907,30.0,20
23670,24.934776,84.1277197,30.0,10
23700,24.9351218,84.1252377,30.0,18
23730,24.9353713,84.1227659,30.0,24
23760,24.935795,84.1201917,30.0,10
23790,24.9362117,84.1177508,30.0,17
23820,24.936522,84.1153533,30.0,14
23850,24.9368863,84.1127993,30.0,24
23880,24.937266,84.1104832,30.0,13
23910,24.9377505,84.1079747,30.0,24
23940,24.9381149,84.1054913,30.0,14
23970,24.9384297,84.1030965,30.0,22
24000,24.9386931,84.1005729,30.0,21
24030,24.939242,84.098131,30.0,9
24060,24.9395001,84.0955551,30.0,12
24090,24.9397934,84.0932004,30.0,17
24120,24.9403254,84.0906323,30.0,10
24150,24.940638,84.0882935,30.0,16
24180,24.9410584,84.0857659,30.0,16
24210,24.9413907,84.0831758,30.0,15
24240,24.9416055,84.0806944,30.0,15
24270,24.9421589,84.0782614,30.0,23
24300,24.9424643,84.0758305,30.0,9
24330,24.9427371,84.0733136,30.0,8
24360,24.9431215,84.0710032,30.0,25
24390,24.9434686,84.0685495,30.0,23
24420,24.9440012,84.0658443,30.0,10
24450,24.9442442,84.0634482,30.0,10
24480,24.9447716,84.0610123,30.0,19
24510,24.9450791,84.0586863,30.0,20
24540,24.9455216,84.0561701,30.0,12
24570,24.9457002,84.0536563,30.0,24
24600,24.9462573,84.0511735,30.0,24
24630,24.946443,84.048813,30.0,15
24660,24.946906,84.0463116,30.0,18
24690,24.9472024,84.0437873,30.0,20
24720,24.9477001,84.0413665,30.0,21
24750,24.9479109,84.0387088,30.0,14
24780,24.9484828,84.0363395,30.0,16
24810,24.9488232,84.0337572,30.0,25
24840,24.9490609,84.0315543,30.0,18
24870,24.9494762,84.0289452,30.0,15
24900,24.949958,84.0265972,30.0,12
24930,24.9501655,84.0240803,30.0,17
24960,24.9504426,84.0216867,30.0,9
24990,24.9510329,84.0191279,30.0,9
25020,24.9513615,84.0166973,30.0,15
25050,24.9516128,84.0141089,30.0,19
25080,24.9522133,84.0117693,30.0,25
25110,24.9529985,84.0096506,30.0,20
25140,24.9535619,84.0075114,30.0,16
25170,24.9544357,84.0053342,30.0,15
25200,24.9552297,84.0031415,30.0,13
25230,24.9561913,84.0009038,30.0,21
25260,24.9569521,83.9986277,30.0,10
25290,24.9577561,83.9966559,30.0,23
25320,24.9585278,83.9944818,30.0,18
25350,24.9593174,83.9922971,30.0,11
25380,24.9601411,83.9900742,30.0,24
25410,24.9607318,83.9878218,30.0,25
25440,24.9617076,83.9856615,30.0,8
25470,24.962509,83.9835475,30.0,13
25500,24.9632684,83.9814221,30.0,12
25530,24.9638943,83.9790765,30.0,17
25560,24.9647729,83.9768716,30.0,13
25590,24.9655506,83.9748894,30.0,12
25620,24.9665064,83.9727112,30.0,18
25650,24.9671948,83.9705971,30.0,12
25680,24.9679382,83.9683719,30.0,18
25710,24.9688784,83.9660567,30.0,21
25740,24.9695569,83.9639447,30.0,20
25770,24.9705073,83.9619207,30.0,15
25800,24.9710532,83.9594948,30.0,25
25830,24.9720169,83.9575043,30.0,10
25860,24.9728999,83.9552071,30.0,13
25890,24.9734457,83.9531619,30.0,16
25920,24.9742674,83.9510931,30.0,13
25950,24.9752774,83.9486733,30.0,24
25980,24.9759343,83.946742,30.0,22
26010,24.9768349,83.9444455,30.0,15
26040,24.9775991,83.9421853,30.0,16
26070,24.9782793,83.9401057,30.0,12
26100,24.9791129,83.9378503,30.0,14
26130,24.9800597,83.9357031,30.0,14
26160,24.9806992,83.9335705,30.0,12
26190,24.9813891,83.9315694,30.0,15
26220,24.9823427,83.929379,30.0,19
26250,24.9831282,83.9271318,30.0,10
26280,24.9837688,83.9248091,30.0,18
26310,24.9848236,83.9227178,30.0,14
26340,24.9855481,83.9206403,30.0,16
26370,24.9861704,83.9184254,30.0,9
26400,24.9870354,83.9161597,30.0,19
26430,24.9880092,83.9141992,30.0,9
26460,24.9885369,83.9119001,30.0,20
26490,24.9894119,83.9096975,30.0,19
26520,24.9901609,83.9076755,30.0,9
26550,24.9910766,83.9053177,30.0,24
26580,24.9920379,83.9026527,84.44,22
26610,24.994178,83.8965387,84.44,24
26640,24.9964965,83.8904142,84.44,18
26670,24.9986291,83.8842672,84.44,16
26700,25.0010561,83.8783971,84.44,17
26730,25.0033353,83.8720924,84.44,16
26760,25.0054687,83.8660361,84.44,13
26790,25.0076518,83.8600948,84.44,12
26820,25.0099539,83.8539659,84.44,22
26850,25.0120559,83.8476281,84.44,15
26880,25.0143282,83.8416162,84.44,13
26910,25.0167065,83.8354986,84.44,23
26940,25.0187647,83.8293673,84.44,25
26970,25.0211218,83.8233003,84.44,12
27000,25.0232618,83.817074,84.44,17
27030,25.0255145,83.8109887,84.44,24
27060,25.0279249,83.8049986,84.44,14
27090,25.0300978,83.7990125,84.44,24
27120,25.0323846,83.7926697,84.44,10
27150,25.0344817,83.7866566,84.44,11
27180,25.0368919,83.7804086,84.44,11
27210,25.0389963,83.7744689,84.44,11
27240,25.0413531,83.7682315,84.44,10
27270,25.0434889,83.7622887,84.44,23
27300,25.0457246,83.7562548,84.44,8
27330,25.0479284,83.7498762,84.44,22
27360,25.0501646,83.7439732,84.44,12
27390,25.0523714,83.7376625,84.44,17
27420,25.0546389,83.731557,84.44,10
27450,25.0569367,83.7256121,84.44,10
27480,25.0591341,83.7193783,84.44,20
27510,25.061288,83.7134714,84.44,13
27540,25.0636061,83.70723,84.44,12
27570,25.0657712,83.7011487,84.44,21
27600,25.0681744,83.6951694,84.44,12
27630,25.0703103,83.6888162,84.44,19
27660,25.072589,83.6828257,84.44,20
27690,25.0748167,83.67674,84.44,21
27720,25.07695,83.6705907,84.44,19
27750,25.0793285,83.6644866,84.44,21
27780,25.0814255,83.6584026,84.44,22
27810,25.0838201,83.652335,84.44,12
27840,25.086126,83.6461917,84.44,24
27870,25.0881352,83.6400665,84.44,10
27900,25.0905945,83.6339618,84.44,12
27930,25.0928526,83.6279157,84.44,17
27960,25.0950515,83.6217602,84.44,17
27990,25.0972153,83.615661,84.44,9
28020,25.0994379,83.6095414,84.44,21
28050,25.1015624,83.6034786,84.44,16
28080,25.1038701,83.5973486,84.44,24
28110,25.106016,83.5912872,84.44,22
28140,25.1082974,83.5850135,84.44,20
28170,25.1104986,83.5789756,84.44,17
28200,25.1128084,83.5729597,84.44,22
28230,25.1151293,83.5667155,84.44,13
28260,25.1172555,83.5605523,84.44,16
28290,25.1196709,83.5544532,84.44,25
28320,25.1216782,83.5484315,84.44,8
28350,25.123957,83.5423484,84.44,20
28380,25.1263822,83.5363863,84.44,23
28410,25.1284671,83.5302334,84.44,19
28440,25.130809,83.5241705,84.44,20
28470,25.1330771,83.5178023,84.44,12
28500,25.1351014,83.511702,84.44,8
28530,25.1375226,83.5056171,84.44,8
28560,25.1396288,83.4996467,84.44,15
28590,25.1419273,83.4935324,84.44,25
28620,25.1440986,83.487328,84.44,22
28650,25.1463245,83.4812565,84.44,11
28680,25.1485667,83.4750687,84.44,22
28710,25.1510191,83.4690562,84.44,22
28740,25.1531544,83.4628682,84.44,20
28770,25.1552478,83.4567031,84.44,21
28800,25.1577355,83.4508458,84.44,25
28830,25.1599781,83.4444966,84.44,20
28860,25.1620773,83.438554,84.44,23
28890,25.1642462,83.4322886,84.44,8
28920,25.1665348,83.426257,84.44,10
28950,25.1687306,83.4202484,84.44,23
28980,25.1709273,83.4141333,84.44,19
29010,25.173254,83.4079702,84.44,13
29040,25.1754482,83.40179,84.44,19
29070,25.177726,83.3957764,84.44,18
29100,25.1800937,83.3897718,84.44,22
29130,25.1821181,83.3834975,84.44,20
29160,25.1845788,83.3775507,84.44,19
29190,25.186772,83.3714332,84.44,13
29220,25.1889625,83.3651716,84.44,10
29250,25.191212,83.3590184,84.44,14
29280,25.1933118,83.3530189,84.44,21
29310,25.1957612,83.3469119,84.44,15
29340,25.1978009,83.3406713,84.44,8
29370,25.2000785,83.3346274,84.44,13
29400,25.2022663,83.3286981,84.44,24
29430,25.2044652,83.3223536,84.44,21
29460,25.2067247,83.3162946,84.44,25
29490,25.2089917,83.3101963,84.44,18
29520,25.2113803,83.3042411,84.44,25
29550,25.2134782,83.2979494,84.44,24
29580,25.2158064,83.2918279,84.44,9
29610,25.2181306,83.2858197,84.44,22
29640,25.2203777,83.2798069,84.44,11
29670,25.2225663,83.2736558,84.44,11
29700,25.224815,83.2673792,84.44,11
29730,25.2268754,83.2612943,84.44,14
29760,25.2293133,83.2551983,84.44,17
29790,25.231496,83.249271,84.44,23
29820,25.23374,83.242966,84.44,19
29850,25.2358701,83.23687,84.44,14
29880,25.2381357,83.2308452,84.44,8
29910,25.2403208,83.2248549,84.44,18
29940,25.2425694,83.2185573,84.44,16
29970,25.2448299,83.2126236,84.44,19
30000,25.2471365,83.2063643,84.44,24
30030,25.2493179,83.2002516,84.44,21
30060,25.2515531,83.194198,84.44,22
30090,25.2539356,83.1881223,84.44,19
30120,25.2561708,83.1819928,84.44,8
30150,25.2583472,83.1759076,84.44,10
30180,25.260414,83.1697397,84.44,13
30210,25.2627456,83.1636555,84.44,9
30240,25.2650439,83.1576219,84.44,9
30270,25.2673668,83.1516153,84.44,24
30300,25.2696029,83.1453406,84.44,25
30330,25.2717316,83.1395467,75.13,18
30360,25.273638,83.1341564,66.76,16
30390,25.2752726,83.1298672,57.17,12
30420,25.2765939,83.1260644,45.6,14
30450,25.2777547,83.1230866,38.54,22
30480,25.2785531,83.1208457,29.85,20
30510,25.2791175,83.1193602,17.24,10
30540,25.2793752,83.1179507,0.0,12
30570,25.2795055,83.1180122,0.0,14
30600,25.2793903,83.1180154,0.0,24
30630,25.2794571,83.1180404,0.0,8
30660,25.2793728,83.1180884,0.0,16
30690,25.2794303,83.1180817,0.0,21
30720,25.2796312,83.1178839,0.0,9
30750,25.2795921,83.1179284,0.0,24
30780,25.2794608,83.1178652,0.0,11
30810,25.2794862,83.1180216,0.0,8
30840,25.2794874,83.1181439,0.0,25
30870,25.2795928,83.1179207,0.0,17
30900,25.2794419,83.1180849,0.0,12
30930,25.2795578,83.1180059,0.0,15
30960,25.2793936,83.1180049,0.0,14
30990,25.279587,83.1179587,0.0,11
31020,25.2794047,83.1179779,0.0,21
31050,25.2793873,83.1178695,0.0,12
31080,25.2794936,83.117984,0.0,19
31110,25.2795477,83.117971,0.0,25
31140,25.2795051,83.1179686,19.74,16
31170,25.2791689,83.1166072,19.74,22
31200,25.2787189,83.1147625,34.19,21
31230,25.278035,83.1116046,44.14,12
31260,25.2769749,83.1077733,59.22,24
31290,25.2758819,83.1028303,71.17,14
31320,25.274338,83.0969949,86.04,13
31350,25.2728133,83.0903838,96.71,11
31380,25.2709877,83.0833728,96.71,11
31410,25.2691919,83.0763146,96.71,24
31440,25.2674003,83.0693163,96.71,19
31470,25.2657074,83.0623277,96.71,12
31500,25.2639307,83.0553359,96.71,9
31530,25.2624116,83.0482285,96.71,17
31560,25.2604839,83.0413589,96.71,23
31590,25.2586931,83.0342553,96.71,10
31620,25.2571938,83.0271939,96.71,17
31650,25.2553784,83.020315,96.71,20
31680,25.2536207,83.0132386,96.71,12
31710,25.2519647,83.0061517,96.71,22
31740,25.2502313,82.9991774,96.71,12
31770,25.2485263,82.9920528,96.71,21
31800,25.2466639,82.9852015,96.71,18
31830,25.244972,82.978196,96.71,22
31860,25.2432912,82.9710803,96.71,13
31890,25.2415502,82.9640356,96.71,17
31920,25.2397775,82.9568793,96.71,25
31950,25.237916,82.9501043,96.71,25
31980,25.2363152,82.9428128,96.71,24
32010,25.2344775,82.9359161,96.71,8
32040,25.2327256,82.9290306,96.71,13
32070,25.2312193,82.9218109,96.71,14
32100,25.2292927,82.9149165,96.71,22
32130,25.2275161,82.9078425,96.71,18
32160,25.2258683,82.9006743,96.71,8
32190,25.2241184,82.893692,96.71,8
32220,25.2225251,82.88671,96.71,16
32250,25.2205847,82.8798847,96.71,25
32280,25.2188722,82.872613,96.71,16
32310,25.2173006,82.8655934,96.71,21
32340,25.2155432,82.8585423,96.71,18
32370,25.2136759,82.8517145,96.71,17
32400,25.2119988,82.8445747,96.71,21
32430,25.2104011,82.8375335,96.71,11
32460,25.2084411,82.8305053,96.71,15
32490,25.2068267,82.8236353,96.71,20
32520,25.2052164,82.8164687,96.71,18
32550,25.2033525,82.8094871,96.71,23
32580,25.2015018,82.8025318,96.71,8
32610,25.1998332,82.7956074,96.71,11
32640,25.1980938,82.788463,96.71,12
32670,25.1963762,82.7813962,96.71,10
32700,25.1947889,82.7744014,96.71,12
32730,25.1929281,82.7675231,96.71,15
32760,25.1912391,82.7603332,96.71,25
32790,25.1894827,82.7531846,96.71,22
32820,25.1878867,82.7463464,96.71,13
32850,25.1858945,82.7394169,96.71,23
32880,25.1842348,82.7321909,96.71,20
32910,25.1826971,82.7253444,96.71,14
32940,25.1808522,82.7182228,96.71,9
32970,25.1790047,82.7112071,96.71,10
33000,25.177309,82.7041431,96.71,11
33030,25.1757185,82.6972186,96.71,16
33060,25.1739981,82.6900428,96.71,24
33090,25.1722861,82.6830521,96.71,18
33120,25.170466,82.6762263,96.71,22
33150,25.1686351,82.6691091,96.71,18
33180,25.1669203,82.6620261,96.71,18
33210,25.1650992,82.6550725,96.71,8
33240,25.1635257,82.6478451,96.71,8
33270,25.1618096,82.6409441,96.71,23
33300,25.1601005,82.6339587,96.71,10
33330,25.1583069,82.6270415,96.71,22
33360,25.1566096,82.6198581,96.71,20
33390,25.1549182,82.6128369,96.71,13
33420,25.153188,82.6059494,96.71,8
33450,25.1512622,82.5987952,96.71,14
33480,25.1496151,82.5917282,96.71,8
33510,25.1479664,82.5848422,96.71,19
33540,25.1460804,82.5778599,96.71,17
33570,25.1445133,82.57066,96.71,23
33600,25.1461637,82.5638603,96.71,23
33630,25.1488572,82.5574068,96.71,14
33660,25.1513258,82.5508364,96.71,20
33690,25.1540642,82.5439729,96.71,24
33720,25.1568779,82.5374016,96.71,13
33750,25.1594729,82.5306225,96.71,10
33780,25.1622,82.5242092,96.71,15
33810,25.1651136,82.5174953,96.71,16
33840,25.1676383,82.5108271,96.71,25
33870,25.1704627,82.5041749,96.71,22
33900,25.1730081,82.4974464,96.71,9
33930,25.1759481,82.4907624,96.71,21
33960,25.1785023,82.4842157,96.71,22
33990,25.1812724,82.4775142,96.71,9
34020,25.1840875,82.470774,96.71,16
34050,25.1868073,82.4642127,96.71,18
34080,25.1892716,82.4574591,96.71,10
34110,25.1922179,82.4509886,96.71,15
34140,25.1949548,82.4442213,96.71,10
34170,25.1976487,82.4375007,96.71,18
34200,25.2001958,82.4309755,96.71,11
34230,25.20283,82.4242647,96.71,8
34260,25.2056927,82.4176695,96.71,18
34290,25.2084699,82.4109036,96.71,23
34320,25.2110181,82.4042785,96.71,9
34350,25.2138858,82.3976787,96.71,15
34380,25.2166291,82.391102,96.71,22
34410,25.2192912,82.3844042,96.71,11
34440,25.2218188,82.3775829,96.71,9
34470,25.2246079,82.371177,96.71,10
34500,25.2274275,82.3642773,96.71,22
34530,25.2299418,82.3577878,96.71,21
34560,25.2326553,82.3511547,96.71,25
34590,25.235362,82.344553,96.71,20
34620,25.2380843,82.3378708,96.71,15
34650,25.2410019,82.3312284,96.71,8
34680,25.2436015,82.324479,96.71,21
34710,25.2464269,82.3178722,96.71,18
34740,25.2490757,82.311236,96.71,8
34770,25.2517331,82.3044795,96.71,14
34800,25.2543503,82.2977323,96.71,10
34830,25.2571914,82.2913262,96.71,12
34860,25.2599138,82.284499,96.71,21
34890,25.2625823,82.2779546,96.71,13
34920,25.2652285,82.2713541,96.71,9
34950,25.2679078,82.2646377,96.71,24
34980,25.2708425,82.2580353,96.71,17
35010,25.2734516,82.2513188,96.71,12
35040,25.2760445,82.2445965,96.71,18
35070,25.2787937,82.2381406,96.71,24
35100,25.2815838,82.2314006,96.71,9
35130,25.2842001,82.2247896,96.71,25
35160,25.287078,82.2180182,96.71,14
35190,25.2898202,82.2114303,96.71,14
35220,25.2924792,82.2046882,96.71,23
35250,25.2951652,82.198226,96.71,18
35280,25.297918,82.1914491,96.71,18
35310,25.3005649,82.1847521,96.71,13
35340,25.3031376,82.1782355,96.71,9
35370,25.3059535,82.1715955,96.71,15
35400,25.3087171,82.1648073,96.71,14
35430,25.3113051,82.1582342,96.71,18
35460,25.3141687,82.1514743,96.71,20
35490,25.3167113,82.1450043,96.71,19
35520,25.3193747,82.1381629,96.71,25
35550,25.3221136,82.1314898,96.71,14
35580,25.3249631,82.1250223,96.71,19
35610,25.3275153,82.118106,96.71,14
35640,25.3302905,82.1115094,96.71,16
35670,25.3331181,82.1048924,96.71,25
35700,25.3357011,82.0981965,96.71,13
35730,25.3385724,82.0917566,96.71,8
35760,25.3412798,82.084873,96.71,11
35790,25.3438574,82.0782417,96.71,22
35820,25.3465413,82.0717674,96.71,13
35850,25.3494407,82.0651644,96.71,21
35880,25.3521342,82.0582395,96.71,12
35910,25.3548459,82.051606,96.71,14
35940,25.3573701,82.0450267,96.71,19
35970,25.3601146,82.038389,96.71,15
36000,25.3629876,82.0318355,96.71,14
36030,25.3656801,82.0250426,96.71,12
36060,25.3682486,82.0183177,96.71,16
36090,25.3711059,82.0119028,96.71,23
36120,25.3736376,82.0050201,96.71,23
36150,25.3765048,81.9985262,96.71,13
36180,25.3791391,81.9919139,96.71,24
36210,25.3818134,81.9851915,96.71,13
36240,25.3845097,81.9784953,96.71,23
36270,25.3873263,81.9718783,96.71,16
36300,25.3900005,81.9652681,96.71,9
36330,25.3926102,81.9586916,96.71,22
36360,25.3954974,81.9518898,96.71,17
36390,25.3980898,81.9452311,96.71,13
36420,25.4009378,81.9385772,96.71,25
36450,25.403419,81.9320369,96.71,17
36480,25.4062264,81.9252645,96.71,9
36510,25.4089425,81.9186919,96.71,21
36540,25.4116491,81.9119826,96.71,19
36570,25.4144548,81.9052951,96.71,20
36600,25.4169551,81.8986793,96.71,16
36630,25.4198328,81.8920016,96.71,10
36660,25.4224487,81.8853912,96.71,25
36690,25.4252533,81.878823,96.71,15
36720,25.4278168,81.8719567,96.71,9
36750,25.4306479,81.865382,96.71,18
36780,25.4332785,81.8588518,96.71,16
36810,25.435973,81.8521566,96.71,12
36840,25.438781,81.8458428,86.04,25
36870,25.4410002,81.8401166,71.17,17
36900,25.442699,81.8356306,59.22,20
36930,25.4443927,81.8320544,44.14,8
36960,25.4453914,81.8291973,34.19,12
36990,25.4462452,81.8272767,19.74,14
37020,25.4466931,81.8260047,0.0,25
37050,25.4467694,81.8260664,0.0,22
37080,25.4466571,81.8258764,0.0,14
37110,25.4466808,81.8261319,0.0,21
37140,25.4466217,81.8259851,19.65,25
37170,25.4472498,81.8244744,19.65,12
37200,25.4482349,81.8227441,34.04,23
37230,25.4497443,81.8198942,43.94,18
37260,25.4514308,81.8159071,58.95,20
37290,25.4538521,81.8112144,70.85,17
37320,25.4564635,81.8052952,85.65,9
37350,25.4597804,81.7987185,96.27,18
37380,25.4629988,81.7919653,96.27,20
37410,25.4664237,81.7848419,96.27,20
37440,25.4694905,81.7779505,96.27,23
37470,25.4728165,81.7710594,96.27,22
37500,25.4762732,81.7640345,96.27,13
37530,25.479443,81.7571628,96.27,9
37560,25.4829514,81.750232,96.27,8
37590,25.4860928,81.7431269,96.27,20
37620,25.4894328,81.7362299,96.27,24
37650,25.492689,81.7292316,96.27,24
37680,25.495987,81.7223662,96.27,21
37710,25.4994032,81.7156183,96.27,12
37740,25.5027562,81.7085199,96.27,10
37770,25.5060303,81.701701,96.27,14
37800,25.5092743,81.6945468,96.27,21
37830,25.5127736,81.6877381,96.27,13
37860,25.5160297,81.6808743,96.27,14
37890,25.5193162,81.6738525,96.27,16
37920,25.522549,81.6669982,96.27,22
37950,25.5258257,81.6598756,96.27,15
37980,25.529264,81.6530824,96.27,23
38010,25.5325601,81.6460368,96.27,10
38040,25.5358275,81.6391821,96.27,22
38070,25.5391572,81.6322248,96.27,17
38100,25.542483,81.6252733,96.27,13
38130,25.5458033,81.6181351,96.27,21
38160,25.5491287,81.6114078,96.27,13
38190,25.5525073,81.6042184,96.27,9
38220,25.5556975,81.5975041,96.27,16
38250,25.5591846,81.5904589,96.27,10
38280,25.5624487,81.5835683,96.27,14
38310,25.5658193,81.5765295,96.27,25
38340,25.5689209,81.569571,96.27,11
38370,25.572338,81.5627479,96.27,21
38400,25.5756374,81.5556447,96.27,24
38430,25.5788418,81.5486314,96.27,22
38460,25.5822463,81.5419005,96.27,14
38490,25.5855643,81.534735,96.27,11
38520,25.5889623,81.5278267,96.27,22
38550,25.5922157,81.5208605,96.27,25
38580,25.5955759,81.5141076,96.27,22
38610,25.5987505,81.5071937,96.27,13
38640,25.6020725,81.5000081,96.27,11
38670,25.6053881,81.493094,96.27,20
38700,25.6086996,81.4863117,96.27,8
38730,25.6121506,81.4792112,96.27,19
38760,25.6153298,81.472433,96.27,25
38790,25.6186539,81.4654819,96.27,24
38820,25.6220823,81.458542,96.27,11
38850,25.6253286,81.4514742,96.27,9
38880,25.6286984,81.4444508,96.27,20
38910,25.6320577,81.437768,96.27,19
38940,25.6354097,81.4306044,96.27,8
38970,25.6385923,81.4238945,96.27,18
39000,25.6420136,81.4168562,96.27,10
39030,25.6451657,81.4099709,96.27,13
39060,25.6486153,81.4027745,96.27,24
39090,25.651763,81.3959133,96.27,25
39120,25.6552167,81.3890565,96.27,25
39150,25.6584681,81.3820518,96.27,15
39180,25.6617331,81.3750847,96.27,13
39210,25.6649933,81.3682278,96.27,8
39240,25.668408,81.3612237,96.27,10
39270,25.6717943,81.3542239,96.27,19
39300,25.6749426,81.3474596,96.27,21
39330,25.6783259,81.3404281,96.27,11
39360,25.6817504,81.3335399,96.27,13
39390,25.6849402,81.3263858,96.27,18
39420,25.6884506,81.3196198,96.27,12
39450,25.6915894,81.3126558,96.27,18
39480,25.6950773,81.3057193,96.27,10
39510,25.6982179,81.2987562,96.27,22
39540,25.7015444,81.29182,96.27,15
39570,25.7048909,81.2848933,96.27,8
39600,25.7081317,81.2779211,96.27,11
39630,25.7114661,81.2710117,96.27,15
39660,25.7148637,81.263863,96.27,19
39690,25.7181449,81.2569597,96.27,20
39720,25.7213795,81.2499648,96.27,22
39750,25.7248374,81.243106,96.27,16
39780,25.7280376,81.2362973,96.27,9
39810,25.7314062,81.2294085,96.27,17
40320,25.7878032,81.1111058,96.27,18
40350,25.7910071,81.1041531,96.27,9
40380,25.7944729,81.0973447,96.27,15
40410,25.7977584,81.0904083,96.27,15
40440,25.8010201,81.0833682,96.27,18
40470,25.8042196,81.0764967,96.27,10
40500,25.8077183,81.0693834,96.27,14
40530,25.8108118,81.0627136,96.27,14
40560,25.8141454,81.0555228,96.27,25
40590,25.8176494,81.0488039,96.27,15
40620,25.820876,81.0417068,96.27,22
40650,25.824137,81.0348494,96.27,15
40680,25.8274812,81.0278689,96.27,17
40710,25.8307576,81.0208759,96.27,14
